Cycle,SD,FP,FZ,FailedZoneValue,FailedZoneDiff
3054,2.76978000445,-13.8881010193,11559,0.0513363,-2.14941267634
3055,2.7697099959,-13.8881750762,11559,0.0513363,-2.14932145328
3056,2.76963976614,-13.8882492174,11559,0.0513363,-2.14923014221
3057,2.76956931879,-13.8883234428,11559,0.0513363,-2.14913875076
3058,2.76949864616,-13.8883977536,11559,0.0513363,-2.14904727383
3059,2.76942774565,-13.8884721497,11559,0.0513363,-2.14895570781
3060,2.76935727072,-13.8885463575,11559,0.0513363,-2.14886433384
3061,2.76928663977,-13.8886187139,11559,0.0513363,-2.14877290025
3062,2.76921578694,-13.8886930622,11559,0.0513363,-2.14868138579
3063,2.76914469999,-13.8887675006,11559,0.0513363,-2.14858978129
3064,2.76907337914,-13.88884012,11559,0.0513363,-2.14849808464
3065,2.76900182956,-13.8889147345,11559,0.0513363,-2.14840630408
3066,2.76893004483,-13.8889875307,11559,0.0513363,-2.14831443441
3067,2.76885802465,-13.8890604165,11559,0.0513363,-2.14822247134
3068,2.76878578205,-13.889135296,11559,0.0513363,-2.14813042573
3069,2.76871329375,-13.8892083601,11559,0.0513363,-2.14803828438
3070,2.76864057448,-13.8892815127,11559,0.0513363,-2.14794605831
3071,2.76856761924,-13.8893547544,11559,0.0513363,-2.14785374313
3072,2.76849442561,-13.8894280868,11559,0.0513364,-2.14776133352
3073,2.76842099628,-13.8895015101,11559,0.0513364,-2.14766883677
3074,2.76834732953,-13.8895750213,11559,0.0513364,-2.14757624835
3075,2.76827341722,-13.8896467176,11559,0.0513364,-2.14748357118
3076,2.76819926974,-13.8897204127,11559,0.0513364,-2.14739079889
3077,2.76812487347,-13.8897941983,11559,0.0513364,-2.14729793978
3078,2.76805024182,-13.8898661678,11559,0.0513364,-2.14720498946
3079,2.76797536557,-13.8899401359,11559,0.0513364,-2.14711194412
3080,2.76790025023,-13.8900122872,11559,0.0513364,-2.14701881201
3081,2.76782488433,-13.8900845315,11559,0.0513364,-2.14692558309
3082,2.76774927738,-13.8901587755,11559,0.0513364,-2.14683226568
3083,2.76767340573,-13.8902311694,11559,0.0513364,-2.14673888719
3084,2.7675972925,-13.8903036545,11559,0.0513364,-2.14664542131
3085,2.76752092693,-13.8903762332,11559,0.0513364,-2.14655185795
3086,2.76744432003,-13.8904489004,11559,0.0513364,-2.14645820991
3087,2.76736745493,-13.8905216605,11559,0.0513364,-2.14636446907
3088,2.76729034589,-13.8905945128,11559,0.0513364,-2.14627063215
3089,2.76721298525,-13.8906674565,11559,0.0513364,-2.1461767076
3090,2.76713536899,-13.8907385859,11559,0.0513364,-2.14608268631
3091,2.76705750995,-13.8908117148,11559,0.0513364,-2.14598857659
3092,2.76697939809,-13.890884939,11559,0.0513364,-2.14589436782
3093,2.76690103895,-13.8909563463,11559,0.0513364,-2.14580007233
3094,2.76682241381,-13.8910278504,11559,0.0513364,-2.14570567635
3095,2.76674353978,-13.8911013506,11559,0.0513364,-2.1456111953
3096,2.76666441426,-13.8911730331,11559,0.0513364,-2.14551662458
3097,2.76658503935,-13.8912448085,11559,0.0513364,-2.14542195729
3098,2.76650540454,-13.8913166768,11559,0.0513364,-2.14532720083
3099,2.76642551676,-13.8913886383,11559,0.0513364,-2.14523234746
3100,2.76634537721,-13.8914606926,11559,0.0513364,-2.14513740495
3101,2.76626497988,-13.8915328399,11559,0.0513364,-2.14504236574
3102,2.76618432522,-13.8916050805,11559,0.0513364,-2.14494723693
3103,2.76610341645,-13.8916774135,11559,0.0513364,-2.1448520158
3104,2.76602225153,-13.8917479338,11559,0.0513364,-2.14475669615
3105,2.76594082284,-13.891820453,11559,0.0513364,-2.14466128881
3106,2.76585913147,-13.8918911603,11559,0.0513364,-2.14456578221
3107,2.76577717313,-13.8919638698,11559,0.0513364,-2.14447018454
3108,2.76569494061,-13.8920347699,11559,0.0513364,-2.14437448892
3109,2.76561243729,-13.8921057682,11559,0.0513364,-2.14427869136
3110,2.76552966458,-13.8921768624,11559,0.0513364,-2.14418280166
3111,2.76544710458,-13.8922478492,11559,0.0513364,-2.14408701559
3112,2.76536462693,-13.8923187845,11559,0.0513364,-2.1439912848
3113,2.76528188517,-13.8923898121,11559,0.0513364,-2.14389545791
3114,2.76519887419,-13.8924609347,11559,0.0513364,-2.14379953973
3115,2.76511560176,-13.8925321519,11559,0.0513364,-2.14370352702
3116,2.76503206793,-13.8926034606,11559,0.0513364,-2.14360741905
3117,2.76494826963,-13.8926729563,11559,0.0513364,-2.1435112205
3118,2.76486420455,-13.8927444525,11559,0.0513364,-2.14341492501
3119,2.76477987697,-13.8928141344,11559,0.0513364,-2.14331854031
3120,2.76469528367,-13.8928839084,11559,0.0513364,-2.14322205967
3121,2.76461043672,-13.8929556799,11559,0.0513364,-2.14312549266
3122,2.76452531897,-13.8930256383,11559,0.0513364,-2.14302882765
3123,2.76443993918,-13.8930956879,11559,0.0513364,-2.14293207514
3124,2.7643542991,-13.8931658285,11559,0.0513364,-2.14283523164
3125,2.76426839678,-13.8932360606,11559,0.0513364,-2.14273829294
3126,2.76418222973,-13.8933044772,11559,0.0513364,-2.14264126609
3127,2.7640958009,-13.8933748923,11559,0.0513364,-2.14254414443
3128,2.76400910379,-13.8934453988,11559,0.0513364,-2.14244693507
3129,2.76392214118,-13.8935140909,11559,0.0513364,-2.14234962893
3130,2.76383491655,-13.8935847795,11559,0.0513364,-2.14225223745
3131,2.76374742969,-13.8936536517,11559,0.0513364,-2.14215475137
3132,2.76365967536,-13.8937226162,11559,0.0513364,-2.14205717661
3133,2.76357165947,-13.893791671,11559,0.0513365,-2.14195950787
3134,2.76348337685,-13.8938608163,11559,0.0513365,-2.14186175231
3135,2.76339482749,-13.8939300541,11559,0.0513365,-2.14176390055
3136,2.76330601682,-13.8939993797,11559,0.0513365,-2.1416659647
3137,2.76321693792,-13.894068798,11559,0.0513365,-2.14156793251
3138,2.76312759014,-13.8941383076,11559,0.0513365,-2.14146981264
3139,2.76303797206,-13.8942060004,11559,0.0513365,-2.14137160232
3140,2.76294809394,-13.8942756887,11559,0.0513365,-2.14127330007
3141,2.76285794379,-13.8943435616,11559,0.0513365,-2.14117490959
3142,2.76276752574,-13.8944134321,11559,0.0513365,-2.14107642507
3143,2.76267683227,-13.8944814889,11559,0.0513365,-2.14097785072
3144,2.76258587138,-13.8945496342,11559,0.0513365,-2.14087918414
3145,2.76249464295,-13.8946178708,11559,0.0513365,-2.14078042998
3146,2.76240314227,-13.8946861995,11559,0.0513365,-2.14068157993
3147,2.7623113664,-13.894754618,11559,0.0513365,-2.14058264385
3148,2.76221931878,-13.8948212221,11559,0.0513365,-2.14048361108
3149,2.76212699182,-13.8948898263,11559,0.0513365,-2.14038448934
3150,2.76203439253,-13.8949585223,11559,0.0513365,-2.14028527571
3151,2.76194152048,-13.8950254015,11559,0.0513365,-2.14018596794
3152,2.76184836895,-13.8950923748,11559,0.0513365,-2.14008656972
3153,2.76175493814,-13.8951594396,11559,0.0513365,-2.13998707625
3154,2.7616612357,-13.8952285037,11559,0.0513365,-2.13988749454
3155,2.76156724956,-13.8952938455,11559,0.0513365,-2.13978782047
3156,2.76147298606,-13.8953611881,11559,0.0513365,-2.13968804923
3157,2.76137844339,-13.8954286235,11559,0.0513365,-2.13958818885
3158,2.76128361489,-13.895496153,11559,0.0513365,-2.13948823447
3159,2.76118850735,-13.895561867,11559,0.0513365,-2.13938818444
3160,2.76109311798,-13.895629582,11559,0.0513365,-2.13928804449
3161,2.76099744251,-13.8956954838,11559,0.0513365,-2.1391878067
3162,2.76090148212,-13.8957614796,11559,0.0513365,-2.13908747863
3163,2.76080524083,-13.8958275671,11559,0.0513365,-2.13898705888
3164,2.76070870443,-13.895893752,11559,0.0513365,-2.13888653798
3165,2.76061187405,-13.895960024,11559,0.0513365,-2.13878593368
3166,2.76051476188,-13.8960263711,11559,0.0513365,-2.13868525437
3167,2.76041735164,-13.8960909051,11559,0.0513365,-2.13858447695
3168,2.76031965058,-13.8961574429,11559,0.0513365,-2.13848360694
3169,2.760221666,-13.896222167,11559,0.0513365,-2.13838263946
3170,2.76012338318,-13.8962888928,11559,0.0513365,-2.13828158133
3171,2.76002481941,-13.8963538056,11559,0.0513365,-2.13818042895
3172,2.75992594851,-13.8964188147,11559,0.0513365,-2.13807917648
3173,2.75982679233,-13.896483919,11559,0.0513365,-2.13797783258
3174,2.75972733681,-13.8965491188,11559,0.0513365,-2.13787639319
3175,2.75962758468,-13.8966125067,11559,0.0513365,-2.13777485455
3176,2.75952754292,-13.8966778976,11559,0.0513365,-2.13767322402
3177,2.75942719391,-13.8967414785,11559,0.0513365,-2.13757149614
3178,2.75932655258,-13.8968070619,11559,0.0513365,-2.13746966937
3179,2.75922560319,-13.8968708365,11559,0.0513365,-2.13736774788
3180,2.75912436656,-13.8969347045,11559,0.0513365,-2.13726573289
3181,2.75902281283,-13.8969986726,11559,0.0513365,-2.13716361407
3182,2.75892096367,-13.8970627367,11559,0.0513365,-2.13706140303
3183,2.75881881403,-13.8971268976,11559,0.0513365,-2.13695909514
3184,2.75871635449,-13.8971892492,11559,0.0513365,-2.13685668549
3185,2.75861358747,-13.897253608,11559,0.0513365,-2.13675417972
3186,2.75851051326,-13.8973161562,11559,0.0513365,-2.1366515772
3187,2.75840713448,-13.8973788022,11559,0.0513365,-2.13654887311
3188,2.7583034489,-13.8974434536,11559,0.0513365,-2.13644607474
3189,2.75820020894,-13.8975060078,11559,0.0513365,-2.13634346625
3190,2.75809667611,-13.8975667452,11559,0.0513365,-2.1362407634
3191,2.75799283032,-13.8976294922,11559,0.0513365,-2.13613796213
3192,2.7578886627,-13.8976923402,11559,0.0513365,-2.13603505976
3193,2.75778417323,-13.897753384,11559,0.0513365,-2.13593205057
3194,2.75767937004,-13.8978164351,11559,0.0513365,-2.13582894514
3195,2.75757423834,-13.8978776835,11559,0.0513365,-2.13572573509
3196,2.75746878712,-13.8979390323,11559,0.0513365,-2.13562242089
3197,2.75736300356,-13.89800046,11559,0.0513365,-2.13551903156
3198,2.75725688739,-13.8980619926,11559,0.0513365,-2.13541553731
3199,2.75715044577,-13.8981236289,11559,0.0513365,-2.13531193562
3200,2.75704367255,-13.8981834617,11559,0.0513365,-2.13520823381
3201,2.75693657454,-13.898245305,11559,0.0513365,-2.13510442884
3202,2.75682913832,-13.8983053461,11559,0.0513365,-2.13500051492
3203,2.75672137879,-13.8983654905,11559,0.0513365,-2.13489650149
3204,2.75661328183,-13.8984257367,11559,0.0513365,-2.13479238627
3205,2.7565048531,-13.8984860869,11559,0.0513366,-2.13468816342
3206,2.75639608952,-13.8985465414,11559,0.0513366,-2.13458383989
3207,2.75628698568,-13.8986071037,11559,0.0513366,-2.1344794085
3208,2.75617754602,-13.8986658629,11559,0.0513366,-2.13437486928
3209,2.75606776685,-13.8987266353,11559,0.0513366,-2.13427022783
3210,2.75595764845,-13.8987856075,11559,0.0513366,-2.13416547928
3211,2.75584718664,-13.8988446852,11559,0.0513366,-2.13406062146
3212,2.75573639088,-13.898903869,11559,0.0513366,-2.1339556613
3213,2.75562524896,-13.8989631581,11559,0.0513366,-2.1338505958
3214,2.75551376053,-13.8990206476,11559,0.0513366,-2.13374541892
3215,2.75540193029,-13.8990801506,11559,0.0513366,-2.13364013954
3216,2.75528975279,-13.8991378539,11559,0.0513366,-2.13353475248
3217,2.75517723205,-13.8991956628,11559,0.0513366,-2.13342925613
3218,2.75506436566,-13.8992535781,11559,0.0513366,-2.1333236572
3219,2.75495114712,-13.8993115996,11559,0.0513366,-2.13321795192
3220,2.75483759247,-13.8993697266,11559,0.0513366,-2.13311214118
3221,2.75472368485,-13.8994260528,11559,0.0513366,-2.1330062202
3222,2.75460942533,-13.8994843941,11559,0.0513366,-2.1329001952
3223,2.75449482208,-13.8995409316,11559,0.0513366,-2.13279406662
3224,2.75437987208,-13.8995975746,11559,0.0513366,-2.13268782889
3225,2.75426456739,-13.899654326,11559,0.0513366,-2.13258148635
3226,2.75414891108,-13.8997111829,11559,0.0513366,-2.13247503846
3227,2.75403290073,-13.8997662388,11559,0.0513366,-2.13236848417
3228,2.7539169021,-13.8998212627,11559,0.0513366,-2.13226195806
3229,2.75380121634,-13.8998780396,11559,0.0513366,-2.13215559014
3230,2.75368520493,-13.8999330082,11559,0.0513366,-2.13204912314
3231,2.75356884843,-13.8999880789,11559,0.0513366,-2.13194255027
3232,2.75345214566,-13.9000413443,11559,0.0513366,-2.13183587915
3233,2.75333510157,-13.9000966186,11559,0.0513366,-2.13172910639
3234,2.75321771997,-13.9001500859,11559,0.0513366,-2.13162223331
3235,2.75309999074,-13.9002036556,11559,0.0513366,-2.13151525415
3236,2.75298192283,-13.9002573258,11559,0.0513366,-2.13140817813
3237,2.75286350213,-13.9003110997,11559,0.0513366,-2.13130099849
3238,2.75274473914,-13.9003630675,11559,0.0513366,-2.13119371393
3239,2.7526256341,-13.9004170432,11559,0.0513366,-2.1310863324
3240,2.75250617922,-13.9004692136,11559,0.0513366,-2.13097884891
3241,2.75238637567,-13.9005214861,11559,0.0513366,-2.13087125959
3242,2.75226622639,-13.900573859,11559,0.0513366,-2.13076357354
3243,2.7521457226,-13.9006244269,11559,0.0513366,-2.13065578525
3244,2.75202487488,-13.9006770037,11559,0.0513366,-2.13054789161
3245,2.75190367255,-13.9007277762,11559,0.0513366,-2.13043989864
3246,2.75178212072,-13.9007786488,11559,0.0513366,-2.13033180553
3247,2.75166022086,-13.9008277162,11559,0.0513366,-2.13022360665
3248,2.75153796282,-13.9008787931,11559,0.0513366,-2.13011530925
3249,2.75141535023,-13.900928066,11559,0.0513366,-2.13000690853
3250,2.75129239023,-13.9009774397,11559,0.0513366,-2.12989840337
3251,2.75116907121,-13.901026917,11559,0.0513366,-2.12978979818
3252,2.75104539555,-13.901076496,11559,0.0513366,-2.12968109142
3253,2.75092136741,-13.9011242685,11559,0.0513366,-2.12957228001
3254,2.75079697526,-13.9011721453,11559,0.0513366,-2.12946336803
3255,2.75067223402,-13.9012201217,11559,0.0513366,-2.12935435654
3256,2.75054711856,-13.9012682042,11559,0.0513366,-2.12924523508
3257,2.7504216522,-13.9013163868,11559,0.0513366,-2.12913601732
3258,2.75029582138,-13.901362765,11559,0.0513366,-2.12902669662
3259,2.75016963477,-13.9014092453,11559,0.0513366,-2.12891727013
3260,2.75004307249,-13.9014558318,11559,0.0513366,-2.12880774118
3261,2.74991614546,-13.9015006133,11559,0.0513366,-2.12869810979
3262,2.74978885581,-13.9015455001,11559,0.0513366,-2.12858836944
3263,2.74966119399,-13.9015904908,11559,0.0513366,-2.12847852883
3264,2.74953316771,-13.9016355852,11559,0.0513366,-2.12836858463
3265,2.74940476749,-13.9016807852,11559,0.0513366,-2.12825853106
3266,2.74927599484,-13.9017241826,11559,0.0513366,-2.12814837643
3267,2.74914685553,-13.9017676841,11559,0.0513366,-2.12803811766
3268,2.74901733168,-13.9018112933,11559,0.0513366,-2.12792774758
3269,2.74888743713,-13.9018530992,11559,0.0513366,-2.12781727718
3270,2.74875716706,-13.9018950112,11559,0.0513366,-2.12770670058
3271,2.74862651814,-13.901937026,11559,0.0513366,-2.12759601751
3272,2.74849548476,-13.9019791496,11559,0.0513366,-2.12748522934
3273,2.7483640768,-13.9020194697,11559,0.0513366,-2.12737433731
3274,2.74823228119,-13.9020598987,11559,0.0513366,-2.12726333271
3275,2.74810010463,-13.9021004331,11559,0.0513366,-2.1271522264
3276,2.74796754101,-13.9021410753,11559,0.0513366,-2.12704101229
3277,2.74783458547,-13.9021799197,11559,0.0513366,-2.12692968491
3278,2.74770124372,-13.9022188711,11559,0.0513366,-2.12681825435
3279,2.74756751861,-13.9022579284,11559,0.0513366,-2.12670671776
3280,2.74743339491,-13.9022951898,11559,0.0513366,-2.12659506972
3281,2.74729887685,-13.9023325593,11559,0.0513366,-2.12648330995
3282,2.7471639731,-13.9023700336,11559,0.0513366,-2.12637144905
3283,2.74702866617,-13.9024057059,11559,0.0513366,-2.12625948282
3284,2.7468929575,-13.9024433956,11559,0.0513366,-2.12614740273
3285,2.74675683305,-13.9024773864,11559,0.0513366,-2.12603521069
3286,2.74662029312,-13.9025134006,11559,0.0513366,-2.12592290256
3287,2.74648332755,-13.9025476251,11559,0.0513366,-2.12581047679
3288,2.74634594151,-13.9025819668,11559,0.0513366,-2.12569793003
3289,2.74620813562,-13.9026164241,11559,0.0513366,-2.12558527141
3290,2.74606991095,-13.9026490883,11559,0.0513366,-2.12547249859
3291,2.74593126869,-13.9026818672,11559,0.0513366,-2.12535961107
3292,2.74579220999,-13.9027147604,11559,0.0513367,-2.12524660548
3293,2.74565273923,-13.9027458601,11559,0.0513367,-2.12513348981
3294,2.74551284149,-13.9027770749,11559,0.0513367,-2.125020259
3295,2.74537252912,-13.9028084034,11559,0.0513367,-2.1249069145
3296,2.74523179499,-13.9028398447,11559,0.0513367,-2.12479345718
3297,2.74509063412,-13.9028694929,11559,0.0513367,-2.12467988193
3298,2.74494905547,-13.9028973485,11559,0.0513367,-2.12456619567
3299,2.74480706027,-13.9029272252,11559,0.0513367,-2.12445239566
3300,2.7446646301,-13.9029553087,11559,0.0513367,-2.12433848142
3301,2.74452178539,-13.9029816009,11559,0.0513367,-2.12422445119
3302,2.74437851636,-13.9030099136,11559,0.0513367,-2.12411030413
3303,2.74423481248,-13.9030364351,11559,0.0513367,-2.12399604459
3304,2.74409069008,-13.9030611631,11559,0.0513367,-2.1238816712
3305,2.74394613174,-13.9030860066,11559,0.0513367,-2.1237671823
3306,2.74380115484,-13.9031109649,11559,0.0513367,-2.1236525786
3307,2.74365574765,-13.9031360365,11559,0.0513367,-2.12353785784
3308,2.7435099055,-13.9031593177,11559,0.0513367,-2.12342302393
3309,2.74336363826,-13.9031827127,11559,0.0513367,-2.1233080762
3310,2.74321693933,-13.9032043166,11559,0.0513367,-2.12319301223
3311,2.74306980713,-13.9032260353,11559,0.0513367,-2.12307783349
3312,2.74292223814,-13.9032478687,11559,0.0513367,-2.12296253994
3313,2.74277423931,-13.9032679108,11559,0.0513367,-2.12284712672
3314,2.74262580387,-13.9032880672,11559,0.0513367,-2.12273160283
3315,2.74247715574,-13.9033063562,11559,0.0513367,-2.12261603913
3316,2.74232873812,-13.9033245351,11559,0.0513367,-2.12250058543
3317,2.74217987384,-13.9033428334,11559,0.0513367,-2.12238501234
3318,2.74203056354,-13.9033593416,11559,0.0513367,-2.12226931827
3319,2.74188080418,-13.9033759709,11559,0.0513367,-2.1221535069
3320,2.74173060454,-13.9033908081,11559,0.0513367,-2.12203758015
3321,2.74157994498,-13.9034057659,11559,0.0513367,-2.12192153285
3322,2.74142884256,-13.9034189354,11559,0.0513367,-2.12180536659
3323,2.74127728604,-13.9034341326,11559,0.0513367,-2.12168907991
3324,2.74112527402,-13.903445634,11559,0.0513367,-2.12157267062
3325,2.74097281028,-13.9034572552,11559,0.0513367,-2.12145614521
3326,2.74081989241,-13.9034689957,11559,0.0513367,-2.12133950057
3327,2.74066651659,-13.9034789492,11559,0.0513367,-2.12122273548
3328,2.7405126825,-13.9034890233,11559,0.0513367,-2.12110584991
3329,2.74035840413,-13.9034992147,11559,0.0513367,-2.12098884327
3330,2.74020365402,-13.9035057142,11559,0.0513367,-2.12087171747
3331,2.74004844018,-13.90351424,11559,0.0513367,-2.12075447286
3332,2.73989277875,-13.9035209776,11559,0.0513367,-2.12063710907
3333,2.73973664736,-13.9035259298,11559,0.0513367,-2.12051962329
3334,2.73958005369,-13.9035310012,11559,0.0513367,-2.12040201453
3335,2.73942299672,-13.9035361928,11559,0.0513367,-2.12028428937
3336,2.73926547473,-13.9035395978,11559,0.0513367,-2.12016644347
3337,2.73910748997,-13.9035412158,11559,0.0513367,-2.12004847719
3338,2.7389490391,-13.9035429539,11559,0.0513367,-2.11993038711
3339,2.7387901246,-13.9035448129,11559,0.0513367,-2.11981217983
3340,2.73863074589,-13.9035448836,11559,0.0513367,-2.11969385355
3341,2.73847090114,-13.9035431657,11559,0.0513367,-2.11957540848
3342,2.73831058262,-13.9035415699,11559,0.0513367,-2.11945683761
3343,2.73814980623,-13.9035381832,11559,0.0513367,-2.11933815397
3344,2.73798855404,-13.9035349039,11559,0.0513367,-2.11921936294
3345,2.73782683161,-13.9035317385,11559,0.0513367,-2.11910045801
3346,2.73766463422,-13.9035248766,11559,0.0513367,-2.11898143117
3347,2.73750313276,-13.9035196345,11559,0.0513367,-2.11886269565
3348,2.73734121852,-13.9035106781,11559,0.0513367,-2.11874385964
3349,2.73717884064,-13.9035018363,11559,0.0513367,-2.11862490539
3350,2.73701601257,-13.9034931077,11559,0.0513367,-2.11850584165
3351,2.73685272943,-13.9034825844,11559,0.0513367,-2.11838666529
3352,2.73668898627,-13.9034702702,11559,0.0513367,-2.11826737239
3353,2.73652478554,-13.9034580671,11559,0.0513367,-2.11814796467
3354,2.73636013497,-13.9034440702,11559,0.0513367,-2.11802844718
3355,2.7361950134,-13.903430189,11559,0.0513367,-2.117908814
3356,2.73602943582,-13.9034145133,11559,0.0513367,-2.11778906421
3357,2.7358634006,-13.9033970442,11559,0.0513367,-2.11766920425
3358,2.73569688933,-13.9033796909,11559,0.0513367,-2.11754922846
3359,2.73552992937,-13.9033605402,11559,0.0513367,-2.11742913891
3360,2.73536252957,-13.9033414788,11559,0.0513367,-2.11730896386
3361,2.73519467013,-13.9033206228,11559,0.0513367,-2.11718867612
3362,2.73502634003,-13.9032979751,11559,0.0513367,-2.11706826891
3363,2.73485754762,-13.9032754399,11559,0.0513367,-2.11694775297
3364,2.73468827856,-13.9032511131,11559,0.0513367,-2.11682712132
3365,2.73451854091,-13.9032249944,11559,0.0513367,-2.11670637041
3366,2.73434832608,-13.903198991,11559,0.0513367,-2.11658550796
3367,2.73417764376,-13.9031711941,11559,0.0513367,-2.11646453162
3368,2.73400648412,-13.9031416052,11559,0.0513367,-2.11634343634
3369,2.73383484875,-13.9031121319,11559,0.0513367,-2.11622222907
3370,2.73366274739,-13.9030808643,11559,0.0513367,-2.11610090879
3371,2.73349015972,-13.9030478039,11559,0.0513367,-2.11597947024
3372,2.73331709988,-13.9030148579,11559,0.0513367,-2.11585792096
3373,2.73314355361,-13.9029801198,11559,0.0513367,-2.11573625277
3374,2.73296953438,-13.9029435894,11559,0.0513367,-2.11561447319
3375,2.73279502887,-13.9029071736,11559,0.0513367,-2.11549257906
3376,2.73262003378,-13.9028689684,11559,0.0513367,-2.11537056331
3377,2.73244455955,-13.9028289704,11559,0.0513367,-2.11524843668
3378,2.7322685927,-13.9027871811,11559,0.0513367,-2.11512619399
3379,2.7320921485,-13.9027455078,11559,0.0513367,-2.11500383154
3380,2.73191519826,-13.9027020458,11559,0.0513367,-2.1148813542
3381,2.73173776524,-13.9026567916,11559,0.0513367,-2.11475875805
3382,2.73155983803,-13.902609748,11559,0.0513367,-2.1146360476
3383,2.73138142292,-13.9025628193,11559,0.0513367,-2.11451322227
3384,2.73120250366,-13.9025141017,11559,0.0513367,-2.1143902747
3385,2.73102309214,-13.9024635946,11559,0.0513367,-2.1142672131
3386,2.73084317392,-13.9024112989,11559,0.0513367,-2.11414402906
3387,2.73066275742,-13.902359118,11559,0.0513367,-2.11402073383
3388,2.73048183287,-13.902305116,11559,0.0513367,-2.1138973524
3389,2.73030040092,-13.9022493263,11559,0.0513368,-2.11377384766
3390,2.73011846469,-13.9021917478,11559,0.0513368,-2.11365022805
3391,2.72993601032,-13.9021323827,11559,0.0513368,-2.11352648768
3392,2.72975305669,-13.902071227,11559,0.0513368,-2.11340262682
3393,2.72956958788,-13.9020101923,11559,0.0513368,-2.1132786487
3394,2.72938560277,-13.9019473704,11559,0.0513368,-2.11315455041
3395,2.72920109975,-13.9018827625,11559,0.0513368,-2.11303032703
3396,2.7290160825,-13.901816366,11559,0.0513368,-2.11290598871
3397,2.72883054689,-13.9017481842,11559,0.0513368,-2.11278152832
3398,2.72864448663,-13.901678216,11559,0.0513368,-2.11265694321
3399,2.72845790676,-13.9016083677,11559,0.0513368,-2.11253224193
3400,2.72827079504,-13.9015348304,11559,0.0513368,-2.11240741495
3401,2.72808316517,-13.9014614106,11559,0.0513368,-2.11228246679
3402,2.72789500155,-13.9013842998,11559,0.0513368,-2.11215739866
3403,2.72770631475,-13.9013073104,11559,0.0513368,-2.11203220912
3404,2.7275170911,-13.9012285365,11559,0.0513368,-2.11190689672
3405,2.7273273374,-13.9011479774,11559,0.0513368,-2.11178145841
3406,2.72713705841,-13.9010656327,11559,0.0513368,-2.11165590211
3407,2.72694622636,-13.9009795983,11559,0.0513368,-2.11153022084
3408,2.72675486452,-13.9008936864,11559,0.0513368,-2.11140441705
3409,2.72656297,-13.9008059883,11559,0.0513368,-2.1112784921
3410,2.72637052502,-13.900716509,11559,0.0513368,-2.11115243722
3411,2.72617754641,-13.9006252441,11559,0.0513368,-2.11102626436
3412,2.72598401389,-13.9005321956,11559,0.0513368,-2.11089996777
3413,2.72578995068,-13.9004373628,11559,0.0513368,-2.11077354817
3414,2.72559532761,-13.9003407491,11559,0.0513368,-2.11064700213
3415,2.72540016561,-13.9002404422,11559,0.0513368,-2.11052033451
3416,2.7252044481,-13.900140262,11559,0.0513368,-2.11039353646
3417,2.72500818503,-13.9000382972,11559,0.0513368,-2.11026661946
3418,2.72481136335,-13.8999326441,11559,0.0513368,-2.11013957603
3419,2.72461398469,-13.899827116,11559,0.0513368,-2.1100124076
3420,2.72441605899,-13.8997178969,11559,0.0513368,-2.10988511542
3421,2.7242175724,-13.8996068966,11559,0.0513368,-2.1097576972
3422,2.72401852167,-13.899494117,11559,0.0513368,-2.1096301508
3423,2.72381892283,-13.8993795527,11559,0.0513368,-2.10950248182
3424,2.72361875486,-13.8992632091,11559,0.0513368,-2.10937468486
3425,2.72341802174,-13.8991431769,11559,0.0513368,-2.10924676171
3426,2.72321672598,-13.899023271,11559,0.0513368,-2.10911870856
3427,2.72301486574,-13.8988996745,11559,0.0513368,-2.10899053504
3428,2.72281243869,-13.8987742999,11559,0.0513368,-2.10886223228
3429,2.7226094394,-13.8986452366,11559,0.0513368,-2.10873380356
3430,2.72240587431,-13.8985162998,11559,0.0513368,-2.10860524826
3431,2.72220173529,-13.8983836751,11559,0.0513368,-2.10847656621
3432,2.72199703987,-13.8982492681,11559,0.0513368,-2.10834775906
3433,2.72179176193,-13.8981130812,11559,0.0513368,-2.10821882453
3434,2.72158591307,-13.8979732075,11559,0.0513368,-2.10808976202
3435,2.72137948461,-13.8978315546,11559,0.0513368,-2.10796057147
3436,2.72117248117,-13.897688122,11559,0.0513368,-2.10783125321
3437,2.72096490089,-13.897542909,11559,0.0513368,-2.10770180801
3438,2.72075674169,-13.8973940107,11559,0.0513368,-2.10757223344
3439,2.72054799154,-13.897243334,11559,0.0513368,-2.10744252981
3440,2.72033867437,-13.8970889689,11559,0.0513368,-2.10731269997
3441,2.72012875985,-13.8969328279,11559,0.0513368,-2.10718273874
3442,2.71991825648,-13.8967749084,11559,0.0513368,-2.10705264853
3443,2.71970723766,-13.8966132839,11559,0.0513368,-2.10692244497
3444,2.71949662859,-13.8964495812,11559,0.0513368,-2.10679241606
3445,2.71928542438,-13.8962821967,11559,0.0513368,-2.1066622541
3446,2.71907360683,-13.8961130387,11559,0.0513368,-2.10653195836
3447,2.7188611925,-13.8959421062,11559,0.0513368,-2.10640152982
3448,2.71864817374,-13.8957674935,11559,0.0513368,-2.10627096673
3449,2.71843454782,-13.8955892,11559,0.0513368,-2.10614026978
3450,2.7182203036,-13.8954091318,11559,0.0513368,-2.10600944013
3451,2.71800545895,-13.8952253838,11559,0.0513368,-2.10587847186
3452,2.7177899981,-13.8950398618,11559,0.0513368,-2.10574737401
3453,2.7175739274,-13.8948506603,11559,0.0513368,-2.10561614089
